timestamp,temperature_line1,temperature_line2,temperature_line3,pressure_pump1,pressure_pump2,pressure_pump3,vibration_motor1,vibration_motor2,vibration_motor3,power_line1,power_line2,power_line3,production_rate_line1,production_rate_line2,production_rate_line3,humidity,air_quality,noise_level,flow_rate,rotation_speed
2025-11-26 21:46:02.829010,78.28103957346474,75.21333348823349,72.96195491688692,1004.3253478331048,1006.0137704434379,1018.007032987841,0.5304458459868758,0.5791649987712035,0.5557436928512689,240.37540441603875,263.3619299566748,266.2355965122456,103.19535631418404,94.51106598733695,95.62682296686887,50.58067307052152,73.85458583841432,64.49897188679405,94.17430778941704,1450.044813440095
2025-11-26 21:46:12.829010,75.26421634146321,72.5177371217161,82.8455907792787,1011.9882651063538,1010.5528822062305,1008.1848315406852,0.7582728256890527,0.5588382725497119,0.640206562758452,251.60080062125735,202.69278825536816,280.8012147218751,91.61216379466552,91.33831476237481,95.45606103362735,45.07297815576406,98.4470096715769,58.65734553866285,81.85123275090164,1459.5581204174682
2025-11-26 21:46:22.829010,79.08586254387615,72.01305696716251,70.58689289246708,1009.8569678745002,1015.3690095055421,1011.4348901175338,0.6715292083128934,0.5068838076660741,0.5542671444852522,233.1068244820605,240.64957657345755,281.8331458375963,95.89305924167455,97.00870944696439,96.0714198865269,53.66067456627225,85.41604006604659,61.52793494233148,80.87942831649609,1494.7254824522786
2025-11-26 21:46:32.829010,70.64871435338817,71.89368110074936,74.0053192691509,1016.3601763022257,1012.4504271929817,1010.0827389508877,0.5866930238540061,0.5405575627408206,0.716193521024773,229.29399820399826,234.74089742132182,269.33240098897255,101.0824525583857,89.0538288545624,95.1834047235522,39.40345949109924,85.32864690545019,65.441794023522,118.28000344101399,1481.8085343562834
2025-11-26 21:46:42.829010,76.7423645742033,67.42404454975322,78.0934390750387,1013.274569982683,1007.9205382020298,1014.3532786769475,0.5002150700427501,0.5327041433078666,0.5497455754152683,254.02545085642208,228.87663949001194,241.70021007000335,93.33634238334054,91.41216019836904,94.88177777074667,50.5522173794144,82.08078112932738,67.08891916079013,92.78439877629704,1552.0093011473912
2025-11-26 21:46:52.829010,75.13992601994704,71.98307717418567,74.52922780295046,1016.254775177413,1005.8121540256532,1023.3203440372674,0.5769407701058779,0.48935153021968425,0.6684322176752574,211.50394133004505,255.5093519461762,242.9093829419212,93.24079651777551,92.33093702691663,97.56948392304871,49.30020461087694,89.26168221730059,78.52515457264688,89.90943104200562,1450.7323456563895
2025-11-26 21:47:02.829010,71.54088812894848,73.12357682473589,74.34106062196241,1008.802676923532,1010.1289554643203,1020.8081045357719,0.5846868716349564,0.5556700304689298,0.6748347120773425,248.464363385551,260.50140619715614,250.81773146002567,102.91330860232783,90.79265620132351,99.19247190241153,33.32917717706936,70.91120129986137,67.93770376014253,100.64259262848759,1522.9283438520085
2025-11-26 21:47:12.829010,73.72709340212302,75.0662903895797,75.0805878218917,1014.6344937123912,1012.5838430528713,1024.7781540856613,0.5202959522305639,0.525690364185345,0.6193178967021991,250.56776952105406,266.58972855396746,271.68090336104177,93.07436370777363,93.60526425415493,98.20608487758454,48.01385583489771,97.91222403828446,62.60889032166015,117.34147969664468,1552.1289307631346
2025-11-26 21:47:22.829010,78.97646474777318,72.79268239925206,79.25950907443594,1013.1517825961924,1006.283764487531,1011.9497760707046,0.6427396044057574,0.6314379272107523,0.5452848082484588,249.84064130614271,245.34561535764553,262.39308156928286,96.66489926113404,96.10687747363224,92.73516060908787,53.97208356070499,78.96434328455443,68.9819223329107,78.27293613274063,1531.982282050565
2025-11-26 21:47:32.829010,73.58346183937273,71.67854883070427,81.23966532399376,1017.0771283431277,1013.6564838595693,1017.3248527781576,0.5081671723082236,0.5387459191268822,0.5341670916566742,229.2526304820826,259.11200767206327,275.12899660651794,92.17423811463385,94.80001292702806,96.18670111857901,43.02111367226859,70.26982223844293,67.23317769951016,101.58273672643625,1492.774382703779
2025-11-26 21:47:42.829010,75.66009874545567,69.75408852756186,78.1034479944212,1013.4617729656277,1013.6310722860148,1010.9823682038196,0.5972513056168374,0.5958661225305909,0.5692126092279336,263.53468485713086,258.70604470908887,281.83518589814713,96.99470380969285,92.90295400267775,100.85974426068726,47.22422229449125,89.56745180305428,72.1314054894124,81.46469628802382,1531.799394103832
